1990,June,Corporation Tax,33647
1990,June,Valued Added Tax,162044
1990,June,Training and Employment Levy,17053
1990,June,Unallocated Tax Receipts,791
1990,June,Motor Vehicle Duties,17424
1990,July,Customs,12697
1990,July,Excise Duty,187990
1990,July,Capital Gains Tax,8555
1990,July,Stamps,27830
1990,July,Income Tax,301802
1990,July,Corporation Tax,167424
1990,July,Valued Added Tax,230035
1990,July,Training and Employment Levy,13605
1990,July,Unallocated Tax Receipts,8715
1990,July,Motor Vehicle Duties,17238
1990,August,Customs,10793
1990,August,Excise Duty,201341
1990,August,Capital Gains Tax,11198
1990,August,Stamps,22417
1990,August,Income Tax,240557
1990,August,Corporation Tax,115514
1990,August,Valued Added Tax,158173
1990,August,Training and Employment Levy,15788
1990,August,Unallocated Tax Receipts,10224
1990,August,Motor Vehicle Duties,15711
1990,September,Customs,12336
1990,September,Excise Duty,168433
1990,September,Capital Gains Tax,6082
1990,September,Stamps,80592
1990,September,Income Tax,292413
1990,September,Corporation Tax,16146
1990,September,Valued Added Tax,233827
1990,September,Training and Employment Levy,13046
1990,September,Unallocated Tax Receipts,-27646
1990,September,Motor Vehicle Duties,13994
1990,October,Customs,11174
1990,October,Excise Duty,182049
1990,October,Capital Gains Tax,10819
1990,October,Stamps,25766
1990,October,Income Tax,508045
1990,October,Corporation Tax,70639
1990,October,Valued Added Tax,173925
1990,October,Training and Employment Levy,13918
1990,October,Unallocated Tax Receipts,17129
1990,October,Motor Vehicle Duties,18263
1990,November,Customs,8126
1990,November,Excise Duty,178742
1990,November,Capital Gains Tax,6647
1990,November,Stamps,18423
1990,November,Income Tax,470504
1990,November,Corporation Tax,57787
1990,November,Valued Added Tax,280206
1990,November,Training and Employment Levy,22653
1990,November,Unallocated Tax Receipts,-6703
1990,November,Motor Vehicle Duties,13877
1990,December  ,Customs,11682
1990,December  ,Excise Duty,231869
1990,December  ,Capital Gains Tax,5979
1990,December  ,Stamps,12351
1990,December  ,Income Tax,211347
1990,December  ,Corporation Tax,25002
1990,December  ,Valued Added Tax,153101
1990,December  ,Training and Employment Levy,16347
1990,December  ,Unallocated Tax Receipts,-18887
1990,December  ,Motor Vehicle Duties,14923
1991,January,Customs,11428
1991,January,Excise Duty,152987
1991,January,Capital Gains Tax,8385
1991,January,Stamps,29120
1991,January,Income Tax,354285
1991,January,Corporation Tax,33238
1991,January,Valued Added Tax,296320
1991,January,Training and Employment Levy,14811
1991,January,Unallocated Tax Receipts,20567
1991,January,Motor Vehicle Duties,17683
1991,February,Customs,14094
1991,February,Excise Duty,149457
1991,February,Capital Gains Tax,4463
1991,February,Stamps,15187
1991,February,Income Tax,263210
1991,February,Corporation Tax,23512
1991,February,Valued Added Tax,148279
1991,February,Training and Employment Levy,11767
1991,February,Unallocated Tax Receipts,-2859
1991,February,Motor Vehicle Duties,17887
1991,March,Customs,11936
1991,March,Excise Duty,146413
1991,March,Capital Gains Tax,3017
1991,March,Stamps,27990
1991,March,Income Tax,261203
1991,March,Corporation Tax,12330
1991,March,Valued Added Tax,244897
1991,March,Training and Employment Levy,10868
1991,March,Unallocated Tax Receipts,828
1991,March,Motor Vehicle Duties,19132
1991,April,Customs,13332
1991,April,Excise Duty,159821
1991,April,Capital Gains Tax,8582
1991,April,Stamps,18194
1991,April,Income Tax,415974
1991,April,Corporation Tax,16112
1991,April,Valued Added Tax,148167
1991,April,Training and Employment Levy,11311
1991,April,Unallocated Tax Receipts,-1917
1991,April,Motor Vehicle Duties,20164
1991,May,Customs,12189
1991,May,Excise Duty,196534
1991,May,Capital Gains Tax,10454
1991,May,Stamps,24737
1991,May,Income Tax,319312
1991,May,Corporation Tax,36657
1991,May,Valued Added Tax,243894
1991,May,Training and Employment Levy,18328
1991,May,Unallocated Tax Receipts,3719
1991,May,Motor Vehicle Duties,26220
1991,June,Customs,13205
1991,June,Excise Duty,199539
1991,June,Capital Gains Tax,9152
1991,June,Stamps,20684
1991,June,Income Tax,270929
1991,June,Corporation Tax,29643
1991,June,Valued Added Tax,150621
1991,June,Training and Employment Levy,12924
1991,June,Unallocated Tax Receipts,12949
1991,June,Motor Vehicle Duties,17621
1991,July,Customs,13205
1991,July,Excise Duty,180449
1991,July,Capital Gains Tax,12527
1991,July,Stamps,25542
1991,July,Income Tax,306048
1991,July,Corporation Tax,214060
1991,July,Valued Added Tax,276656
1991,July,Training and Employment Levy,24069
1991,July,Unallocated Tax Receipts,-7428
1991,July,Motor Vehicle Duties,24349
1991,August,Customs,18792
1991,August,Excise Duty,180883
1991,August,Capital Gains Tax,5608
1991,August,Stamps,18026
1991,August,Income Tax,290583
1991,August,Corporation Tax,148121
1991,August,Valued Added Tax,131311
1991,August,Training and Employment Levy,15793
1991,August,Unallocated Tax Receipts,16048
1991,August,Motor Vehicle Duties,16522
1991,September,Customs,10412
1991,September,Excise Duty,184584
1991,September,Capital Gains Tax,9202
1991,September,Stamps,73824
1991,September,Income Tax,288568
1991,September,Corporation Tax,53352
1991,September,Valued Added Tax,290670
1991,September,Training and Employment Levy,5245
1991,September,Unallocated Tax Receipts,-15679
1991,September,Motor Vehicle Duties,19056
1991,October,Customs,11682
1991,October,Excise Duty,186738
1991,October,Capital Gains Tax,25823
1991,October,Stamps,29728
